item_id,model_name,n_runs,llm_flip_rate,llm_output_entropy,human_entropy,human_disagreement_var,disagreement_tier,dataset
mhs-47777,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-39773,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-47101,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-43625,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-11001,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-13168,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-17034,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-40171,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-1006,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-23643,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-20583,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-29527,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-23016,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-22819,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-36534,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-7287,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-32074,gemini-2.5-flash,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-46526,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-30683,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-15758,gemini-2.5-flash,5,0.2,0.7219,0.0,0.0,low,mhs
mhs-14868,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-11817,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-1323,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-38126,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-26362,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-5410,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-33729,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-47480,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-10694,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-43341,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-37291,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-11121,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-38307,gemini-2.5-flash,5,0.2,0.7219,0.8112781244591328,0.5,high,mhs
mhs-19352,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-24301,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-886,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-32374,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-25790,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-5611,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-44643,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-31537,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-20844,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-42490,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-1402,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-41581,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-48081,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-12449,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-44768,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-13741,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-25323,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-6831,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-43075,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-48594,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-16311,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-48957,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-38719,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-42107,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-41025,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-34714,gemini-2.5-flash,5,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-48242,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-26845,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-24948,gemini-2.5-flash,5,0.0,0.0,0.9182958340544896,0.6666666666666666,high,mhs
mhs-29293,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-12271,gemini-2.5-flash,5,0.0,0.0,0.7219280948873623,0.4,medium,mhs
mhs-28981,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-43872,gemini-2.5-flash,5,0.2,0.7219,1.0,0.6666666666666666,high,mhs
mhs-7737,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-16019,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-37045,gemini-2.5-flash,5,0.2,0.7219,0.0,0.0,low,mhs
mhs-47899,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-30201,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-12334,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-49530,gemini-2.5-flash,5,0.0,0.0,0.8112781244591328,0.5,high,mhs
mhs-26115,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-11314,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-10634,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-9453,gemini-2.5-flash,5,0.0,0.0,1.0,0.6666666666666666,high,mhs
mhs-9411,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
mhs-686,gemini-2.5-flash,5,0.0,0.0,0.0,0.0,low,mhs
